web-scraper-order,web-scraper-start-url,heading,date,description,pagination,pagination-href
1520597704-339,https://news.bitcoin.com/?s=bitcoin+government+bank,Chinese Congresswoman: ‘PBOC Should be Responsible for Bitcoin AML’,11-Mar-17,"More information on the developments in China have been coming out recently, concerning the new regulations of Chinese bitcoin exchanges. On March 9th, Wu Xiaolin,...",35,https://news.bitcoin.com/page/35/?s=bitcoin+government+bank
1520597704-340,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Price on a Wild Ride as Market Anticipates ETF Decision,10-Mar-17,The Bitcoin market has been going crazy today in anticipation for the upcoming exchange traded fund (ETF) decision expected to be announced at any...,35,https://news.bitcoin.com/page/35/?s=bitcoin+government+bank
1520597852-909,https://news.bitcoin.com/?s=bitcoin+government+bank,Craig Wright Wants to Kill Satoshi by Becoming Him…Again. Why? And How?,9-Mar-17,"The Australian computer scientist Craig Wright, who once claimed to be Satoshi Nakamoto, is continuing his effort to obtain hundreds of digital currency and...",92,https://news.bitcoin.com/page/92/?s=bitcoin+government+bank
1520597852-910,https://news.bitcoin.com/?s=bitcoin+government+bank,Major Chinese Exchanges to Postpone the Return of Withdrawals,8-Mar-17,"Today, all of the three major Chinese exchanges – OKCoin, Huobi and BTCC – announced that they will postpone the resuming of bitcoin withdrawals....",92,https://news.bitcoin.com/page/92/?s=bitcoin+government+bank
1520597706-341,https://news.bitcoin.com/?s=bitcoin+government+bank,Reserve Bank of India Predicting the Future of Bitcoin,6-Mar-17,"The Deputy Governor of the Reserve Bank of India (RBI), R. Gandhi, gave a keynote address last week at a fintech conference stating that...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597706-342,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Goes into Hiding in Crisis-Stricken Venezuela,5-Mar-17,"Protests have been ongoing in Venezuela as the country's economic crisis has only grown far worse over the past three years. In the meanwhile,...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597706-343,https://news.bitcoin.com/?s=bitcoin+government+bank,"Bitcoin Under Trump, Including a State’s Rights Battle",3-Mar-17,"Silence surrounds the probable impact of Trump on Bitcoin because there's a dearth of facts. Some indications hint at a favorable impact however, even...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597854-911,https://news.bitcoin.com/?s=bitcoin+government+bank,"A Regulatory Storm Is Forming in China: Video Verifications Required, Futures Forbidden",1-Mar-17,Some new revelations have been coming from China concerning the recent bitcoin exchange policies within the region. The leading exchange BTCC has revealed it...,93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520597706-344,https://news.bitcoin.com/?s=bitcoin+government+bank,Cypherpunk Steve Schear: ‘Bitcoin Is a Viable Alternative to National Money’,1-Mar-17,It has been said many times: the decentralized cryptocurrency bitcoin was born from the libertarian ideals of the cypherpunk movement. Just recently Bitcoin.com chatted...,36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597706-345,https://news.bitcoin.com/?s=bitcoin+government+bank,How Specifically The EU & US Intend To Tax Your Bitcoin,24-Feb-17,"For the EU and US, the Wild West days of bitcoin are over. 2017 will be the year of bitcoin regulation and taxation during...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597706-346,https://news.bitcoin.com/?s=bitcoin+government+bank,"Case studies from e-Residency, LHV, and IBM. Blockchain & Bitcoin Conference Tallinn program is...",23-Feb-17,"This is a paid press release, which contains forward looking statements, and should be treated as advertising or promotional material. Bitcoin.com does not endorse nor...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597706-347,https://news.bitcoin.com/?s=bitcoin+government+bank,EU Parliament Report Recognizes the Bitcoin Blockchain’s ‘Dominance’,22-Feb-17,"The European Parliament published an ""in-depth analysis"" on Tuesday on blockchain technology, focusing on “how Bitcoin's dominance of the blockchain field could affect wider...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597706-348,https://news.bitcoin.com/?s=bitcoin+government+bank,Russian Bank Executive Says Bitcoin is the Only Successful Blockchain,21-Feb-17,"Over the past couple of months, Russian politicians and banks have been changing their tune when it comes to blockchain technology and cryptocurrency solutions....",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597706-349,https://news.bitcoin.com/?s=bitcoin+government+bank,Digital Currencies Need Government Intervention Says Bank of Canada,20-Feb-17,"The Bank of Canada has been heavily researching blockchain technology, Bitcoin, and the use of digital currencies. Just recently, a team of central bank...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597854-912,https://news.bitcoin.com/?s=bitcoin+government+bank,World Blockchain Forum Returns to Dubai,18-Feb-17,"Since early 2015, Dubai has focused on taking blockchain technology mainstream. On March 6, 2017, the World Blockchain Forum returns to the opulent Burj...",93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520597706-350,https://news.bitcoin.com/?s=bitcoin+government+bank,Luis Buenaventura Highlights ‘Bitcoin’s Strongest Use Case’,16-Feb-17,"Many people believe global remittance will be Bitcoin’s killer application. This week Bitcoin.com spoke with Luis Buenaventura, remittance expert and Chief Technology Officer at...",36,https://news.bitcoin.com/page/36/?s=bitcoin+government+bank
1520597711-351,https://news.bitcoin.com/?s=bitcoin+government+bank,A Closer Look at How and Why Bitcoin is Traded P2P in Russia and...,16-Feb-17,"Localbitcoins saw a roughly 85 percent increase in global volume over the course of 2016, and the growth seen by this bitcoin trading platform...",37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597711-352,https://news.bitcoin.com/?s=bitcoin+government+bank,The Davos Plan For Your Cash and Bitcoin,15-Feb-17,“The European Commission has quietly launched the next offensive in the war on cash...The ECB... working towards a Trojan horse blockchain network that will...,37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520598572-1219,https://news.bitcoin.com/?s=ripple+government+bank,The Davos Plan For Your Cash and Bitcoin,15-Feb-17,“The European Commission has quietly launched the next offensive in the war on cash...The ECB... working towards a Trojan horse blockchain network that will...,3,https://news.bitcoin.com/page/3/?s=ripple+government+bank
1520597711-353,https://news.bitcoin.com/?s=bitcoin+government+bank,"Former Governor of Bank of China: `If you want to kill Bitcoin, it will...",14-Feb-17,"""Bitcoin was built on a platform without national boundaries,"" the Former Governor of the Bank of China, L H Li, said on CCTV Tuesday...",37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597711-354,https://news.bitcoin.com/?s=bitcoin+government+bank,How Japan’s New Regulations Affect Bitcoin Exchanges,14-Feb-17,"Japan has recently overtaken the US and China as the highest-volume country for bitcoin trading in the world. In April, the first Japanese bill...",37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520598472-1094,https://news.bitcoin.com/?s=ethereum+government+bank,"Former Governor of Bank of China: `If you want to kill Bitcoin, it will...",14-Feb-17,"""Bitcoin was built on a platform without national boundaries,"" the Former Governor of the Bank of China, L H Li, said on CCTV Tuesday...",,
1520597711-355,https://news.bitcoin.com/?s=bitcoin+government+bank,Could Bitcoin Affect Emerging Market Monetary Policy?,13-Feb-17,"Federal Reserve Bank of St. Louis Vice President, Dr. David Andolfatto, is optimistic about Bitcoin, as an alternative currency could impose limitations on the...",37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597711-356,https://news.bitcoin.com/?s=bitcoin+government+bank,Here Are Four Bitcoin Exchanges That Require Very Little Identity Verification,12-Feb-17,Governments have been increasing their efforts to regulate and monitor digital currency operations. Many global exchanges now require identification to register on their sites....,37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597711-357,https://news.bitcoin.com/?s=bitcoin+government+bank,Pirate Party in Netherlands Determined to Keep Using Bitcoin,10-Feb-17,The Dutch Electoral Council reportedly rejected a payment in Bitcoin from the country's Pirate Party to participate in upcoming elections. But that won't stop...,37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597711-358,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Startups Form Association After India’s Virtual Currency Warning,8-Feb-17,"Following last week’s warning about virtual currencies including bitcoin by the Reserve Bank of India (RBI), four bitcoin startups have formed an association aimed to...",37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597711-359,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Regulatory Guidelines Are Coming to the Philippines,8-Feb-17,Many governments around the world are preparing regulatory policies concerning cryptocurrency markets. The Philippines is now next in line to regulate Bitcoin operations as...,37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597854-913,https://news.bitcoin.com/?s=bitcoin+government+bank,Tallinn will host the first large conference devoted to Blockchain and cryptocurrencies,7-Feb-17,This is a paid press release and should be treated as advertising or promotional material. Bitcoin.com does not endorse nor supports this product/service. Bitcoin.com is...,93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520597711-360,https://news.bitcoin.com/?s=bitcoin+government+bank,"Bitcoin, Stop Apologizing for Victimless Crime",7-Feb-17,"Bitcoin is a freedom currency in a manner that isn't obvious and which is virtually undiscussed. Bitcoin is commonly linked to victimless crime, but...",37,https://news.bitcoin.com/page/37/?s=bitcoin+government+bank
1520597713-361,https://news.bitcoin.com/?s=bitcoin+government+bank,Surbitcoin On Hiatus Amid Venezuela Bitcoin Crackdown,5-Feb-17,"On February 3 the Venezuelan Bitcoin exchange Surbitcoin informed its customers services would be suspended temporarily. According to the exchange, Surbitcoin’s banking partner, Banesco,...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-362,https://news.bitcoin.com/?s=bitcoin+government+bank,Accepting Bitcoin is Easy and Opens Businesses to New Customers,3-Feb-17,"As Bitcoin increases in value and popularity, merchants worldwide may wonder how they can accept the cryptocurrency at their ecommerce websites. Preparing to accept...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-363,https://news.bitcoin.com/?s=bitcoin+government+bank,UAE Did Not Ban Bitcoin,2-Feb-17,The Central Bank in the United Arab Emirates (UAE) issued the ‘Regulatory Framework for Stored Values and Electronic Payment Systems’ on January 1 which...,38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-364,https://news.bitcoin.com/?s=bitcoin+government+bank,Federal Reserve Employee Mines Bitcoin Using the Fed’s Server,31-Jan-17,"According to various sources, a Federal Reserve employee was caught using the central bank’s internet server to mine bitcoin. Nicholas Berthaume, who worked for...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-365,https://news.bitcoin.com/?s=bitcoin+government+bank,Japan Has Become a Big Player Within the Bitcoin Economy,28-Jan-17,"Over the past year, Japan has been laser focused on digital currency and blockchain solutions. Moreover, the country has recently become the second largest...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-366,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Powerhouse Bitfury Initiates Global Blockchain Business Council in Davos,28-Jan-17,"Last week at the World Economic Forum 2017 Annual Meeting in Davos, Switzerland, the technology firm Bitfury announced the formation of the Global Blockchain...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-367,https://news.bitcoin.com/?s=bitcoin+government+bank,How Trump’s Wall and Remittance Tax Could Give Bitcoin a Boost,27-Jan-17,"President Donald Trump earlier this week signed an executive order to start building a wall on the U.S - Mexico border, fulfilling the promise...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-368,https://news.bitcoin.com/?s=bitcoin+government+bank,Why South Korean Bitcoin Adoption Could Outpace Most Other Countries This Year,25-Jan-17,"The currency with the fifth-highest Bitcoin trading volume today is the South Korean Won, already surpassing some larger financial centers such as the UK,...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597713-369,https://news.bitcoin.com/?s=bitcoin+government+bank,"In the Battle Between Google, Facebook, and Amazon Against Banks: Bitcoin Will Be the...",24-Jan-17,"As the banking industry struggles to keep its competitive advantage, experts mull the possibility of Google, Facebook, Apple, and Amazon snatching from banks the...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597854-914,https://news.bitcoin.com/?s=bitcoin+government+bank,Samourai Wallet Launches New Privacy Feature Ricochet,22-Jan-17,"The developers of the privacy-centric bitcoin wallet, Samourai, have announced a new feature that claims to “improve fungibility and frustrate blockchain spies.”

Also read: Cypherpunks Continue to...",93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520597713-370,https://news.bitcoin.com/?s=bitcoin+government+bank,QE and Capital Controls Create Worldwide Demand for Bitcoin,22-Jan-17,"Bitcoin had an incredible run in 2016, finally breaking $1,000 USD on New Year's Day 2017. Many people are curious to find out why...",38,https://news.bitcoin.com/page/38/?s=bitcoin+government+bank
1520597715-371,https://news.bitcoin.com/?s=bitcoin+government+bank,Nigeria’s Bitcoin Interest Unwavering Despite Government Crackdown,21-Jan-17,"Nigeria has recently tightened control over bitcoin's use. However, Bitcoin interest in the country remains strong despite the government's efforts there.

Also read: Nigerian SEC Associates...",39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520598570-1206,https://news.bitcoin.com/?s=ripple+government+bank,Nigeria’s Bitcoin Interest Unwavering Despite Government Crackdown,21-Jan-17,"Nigeria has recently tightened control over bitcoin's use. However, Bitcoin interest in the country remains strong despite the government's efforts there.

Also read: Nigerian SEC Associates...",,
1520597715-372,https://news.bitcoin.com/?s=bitcoin+government+bank,A Cannabis Industry Icon Accepts Bitcoin,20-Jan-17,"Earlier this week, a bill was introduced in Washington state to ban pot shops from accepting bitcoins. Some of the biggest names in cannabis,...",39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597715-373,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin is Tapping Into the Laws of Nature. Part 3.,20-Jan-17,Over Part 1 and Part 2 of this series we have come a long way to proving how disconnected the legacy financial system is...,39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597715-374,https://news.bitcoin.com/?s=bitcoin+government+bank,Pakistan Set to Become a Major Bitcoin Hub,19-Jan-17,"Pakistan is currently the seventh most populous country in the world with approximately 202 million residents. Today, the country exhibits many traits ripe for...",39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597715-375,https://news.bitcoin.com/?s=bitcoin+government+bank,Gold and Bitcoin Form Symbiotic Relationship,16-Jan-17,"“I had to change my thought process to understand that bitcoin is no enemy of gold and silver,” says monetary expert Andy Hoffman, who...",39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597854-915,https://news.bitcoin.com/?s=bitcoin+government+bank,Do Satoshi’s Libertarian Statements from the Past Matter Anymore?,16-Jan-17,Bitcoin is a revolutionary experiment that may disrupt the world's financial markets and society’s norms in more ways than one. Everyone has their own...,93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520598572-1220,https://news.bitcoin.com/?s=ripple+government+bank,Gold and Bitcoin Form Symbiotic Relationship,16-Jan-17,"“I had to change my thought process to understand that bitcoin is no enemy of gold and silver,” says monetary expert Andy Hoffman, who...",3,https://news.bitcoin.com/page/3/?s=ripple+government+bank
1520597715-376,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin is Becoming a De Facto World Currency,13-Jan-17,Bitcoin is becoming a world currency. Credibility and safe-haven currency functionality are some of the sine qua non features of a world currency. Signs...,39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597854-916,https://news.bitcoin.com/?s=bitcoin+government+bank,Exchange Founder Jered Kenna Gets Crafty in Colombia,13-Jan-17,"A roller coaster ride as co-founder of Tradehill, an early Bitcoin exchange launched in 2011 that once rivaled now defunct exchange Mt. Gox, led...",93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520597854-917,https://news.bitcoin.com/?s=bitcoin+government+bank,Fedcoin: The U.S. Will Issue E-Currency That You Will Use,12-Jan-17,The U.S. Federal Reserve will not only issue its own cryptocurrency but will also make sure Americans use it. That's the prediction of currency...,93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520598572-1221,https://news.bitcoin.com/?s=ripple+government+bank,Fedcoin: The U.S. Will Issue E-Currency That You Will Use,12-Jan-17,The U.S. Federal Reserve will not only issue its own cryptocurrency but will also make sure Americans use it. That's the prediction of currency...,3,https://news.bitcoin.com/page/3/?s=ripple+government+bank
1520597854-918,https://news.bitcoin.com/?s=bitcoin+government+bank,The Crypto-World’s ‘Bilderberg Meeting’ is Coming Soon,11-Jan-17,The third annual Satoshi Roundtable has been announced and this year’s attendees will gather in a secret location in North America later this month....,93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520597715-377,https://news.bitcoin.com/?s=bitcoin+government+bank,Chinese Bitcoin Exchange Inspections Cause Price Drop and FUD,11-Jan-17,News from China is once again spreading through the bitcoin world like wildfire. It appears China’s central bank the People's Bank of China (PBOC)...,39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520598487-1151,https://news.bitcoin.com/?s=ethereum+government+bank,The Crypto-World’s ‘Bilderberg Meeting’ is Coming Soon,11-Jan-17,The third annual Satoshi Roundtable has been announced and this year’s attendees will gather in a secret location in North America later this month....,8,https://news.bitcoin.com/page/8/?s=ethereum+government+bank
1520597715-379,https://news.bitcoin.com/?s=bitcoin+government+bank,China’s Smart Money is Staying in Bitcoin This Time,10-Jan-17,"“We are starting to see a lot of smart money enter into the space and stay there” says Ryan Rabaglia, Head Trader for Octagon Strategy, a...",39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597715-380,https://news.bitcoin.com/?s=bitcoin+government+bank,Venezuelans Turn to Bitcoin to Escape Financial Hardships,10-Jan-17,Venezuela has been suffering from significant economic decline and turbulent markets. Many worldwide and residents of the region blame the country’s socialist government and...,39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597715-378,https://news.bitcoin.com/?s=bitcoin+government+bank,Polish Bitcoin Adoption Escalating with Strong Ecosystem,10-Jan-17,"Poland is one of the biggest bitcoin markets that gets the least amount of coverage in the English-speaking press, despite their currency typically ranking...",39,https://news.bitcoin.com/page/39/?s=bitcoin+government+bank
1520597717-381,https://news.bitcoin.com/?s=bitcoin+government+bank,The Who’s Who of the Bitcoinerati – the New 1%?,8-Jan-17,"“We are the new, wealthy elite, gentleman,” wrote Atlas, an early adopter of bitcoin on a popular web forum dedicated to the digital currency. And...",40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-382,https://news.bitcoin.com/?s=bitcoin+government+bank,Colombia’s Poor Banking Infrastructure Great Potential for Bitcoin,7-Jan-17,The South American country of Colombia has a crumbling financial system but the bitcoin market has enormous potential. Bitcoin.com interviewed SurBTC's CEO Guillermo Torrealba about...,40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-386,https://news.bitcoin.com/?s=bitcoin+government+bank,Director Cannucciari on Making “Banking on Bitcoin”,6-Jan-17,"A feature film on Bitcoin, called “Banking on Bitcoin”, is set to be released on January 6, 2017. Produced by Gravitas Ventures, the film will cover...",40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-383,https://news.bitcoin.com/?s=bitcoin+government+bank,Top Trends Pushing Bitcoin Towards The Mainstream,6-Jan-17,"Like a pack of predators in the night, bitcoin is creeping up into mainstream use from multiple different angles. From the poorest in developing...",40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-385,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Growing Fast In Unbanked Indonesia,6-Jan-17,"Indonesia, trailing just behind the United States as the fourth most populous country in the world, has a large and growing bitcoin community. The...",40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-384,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin is Tapping Into the Laws of Nature – Part 2,6-Jan-17,"In Part One of this series we looked at the ""survival of the fittest"" and the fact that it leads to competition in a...",40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-388,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin’s Quirky Genesis Block Turns Eight Years Old Today,3-Jan-17,"Today is the eighth anniversary of the bitcoin genesis block, and a lot has happened since the digital currency's birth. The genesis block was...",40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-387,https://news.bitcoin.com/?s=bitcoin+government+bank,Can Bureaucrats Really Regulate Bitcoin?,3-Jan-17,Discussion about bitcoin regulation often resembles mixing oil and water. This becomes more apparent as governments and bureaucrats worldwide ponder how they can apply...,40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597717-389,https://news.bitcoin.com/?s=bitcoin+government+bank,14 Industry Luminaries (and an Ode) on the State of Bitcoin 2016,31-Dec-16,"Call them what you want; dignitaries, pundits, bigwigs, luminaries or – even – enemies. There are always headstrong debates raging on in the Bitcoin space, and...",40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520598487-1152,https://news.bitcoin.com/?s=ethereum+government+bank,14 Industry Luminaries (and an Ode) on the State of Bitcoin 2016,31-Dec-16,"Call them what you want; dignitaries, pundits, bigwigs, luminaries or – even – enemies. There are always headstrong debates raging on in the Bitcoin space, and...",8,https://news.bitcoin.com/page/8/?s=ethereum+government+bank
1520597720-391,https://news.bitcoin.com/?s=bitcoin+government+bank,One of These 5 Hyperinflating Economies Could Adopt Bitcoin in 2017,28-Dec-16,"Fourteen countries have inflation levels above 18 percent right now, 10 of which are rising at press time. Bitcoin prices and new user adoption...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597720-392,https://news.bitcoin.com/?s=bitcoin+government+bank,Why Bitcoin’s Triumphant $15B Market is Just Getting Started,28-Dec-16,Bitcoin has had a triumphant year this 2016 reaching a milestone market capitalization of over $15 billion during the end of December. It’s nice...,41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597717-390,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin is Tapping Into the Laws of Nature – Part 1,28-Dec-16,Although it is on the cutting edge of technology bitcoin might be more closely aligned with nature than we think. This series of 3 articles compares how bitcoin and...,40,https://news.bitcoin.com/page/40/?s=bitcoin+government+bank
1520597720-393,https://news.bitcoin.com/?s=bitcoin+government+bank,Geopolitical Turmoil Spurs Bitcoin Investments Worldwide,27-Dec-16,"As many economists predicted, the Italian constitutional referendum of 2016 shook the country’s banking system to the core. Italian bank stocks have plummeted drastically since...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597720-394,https://news.bitcoin.com/?s=bitcoin+government+bank,Google Searches for Bitcoin up Over 400% in Venezuela Over the Past Week,27-Dec-16,The economy of Venezuela has been shred apart by a financial crisis resulted from the local government’s decision to demonetize the nation’s largest denomination...,41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597720-396,https://news.bitcoin.com/?s=bitcoin+government+bank,?Remittance-Demanding Countries Dominate Bitcoin Searches in 2016,24-Dec-16,"This year, remittance-demanding countries including Ghana, Malaysia and South Africa dominated search engine searches for the keyword bitcoin. Interestingly, countries that represent the highest...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597720-395,https://news.bitcoin.com/?s=bitcoin+government+bank,The Crypto Show Discusses Bitcoin Radio,24-Dec-16,"The bitcoin industry has created a growing economy of businesses, miners, artists, writers and radio broadcasts. One particular broadcast is the Austin-based The Crypto Show. It...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597720-397,https://news.bitcoin.com/?s=bitcoin+government+bank,Five Potential Blockbusters Looking to Boost Bitcoin in 2017,24-Dec-16,"With bitcoin’s value up over 300% from its 2015 lows, this push-up in price might only just be getting started. Below are five bitcoin...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520598487-1154,https://news.bitcoin.com/?s=ethereum+government+bank,Five Potential Blockbusters Looking to Boost Bitcoin in 2017,24-Dec-16,"With bitcoin’s value up over 300% from its 2015 lows, this push-up in price might only just be getting started. Below are five bitcoin...",8,https://news.bitcoin.com/page/8/?s=ethereum+government+bank
1520598487-1153,https://news.bitcoin.com/?s=ethereum+government+bank,The Crypto Show Discusses Bitcoin Radio,24-Dec-16,"The bitcoin industry has created a growing economy of businesses, miners, artists, writers and radio broadcasts. One particular broadcast is the Austin-based The Crypto Show. It...",8,https://news.bitcoin.com/page/8/?s=ethereum+government+bank
1520597854-919,https://news.bitcoin.com/?s=bitcoin+government+bank,Attacks on Data Privacy May Get Scarier in 2017,22-Dec-16,"The U.S. federal government is making substantial advances towards accessing encrypted smartphone data. If authorities get their way, it could lead to severe privacy...",93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
1520597720-398,https://news.bitcoin.com/?s=bitcoin+government+bank,High Tax Slows Bitcoin Development In Norway,21-Dec-16,"Norway is such a beautiful country and has been named a top summer tourist destination for those in search of picturesque mountains, fjords, and...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597720-399,https://news.bitcoin.com/?s=bitcoin+government+bank,"Cash Usage Drops Drastically Worldwide, Bitcoin an Alternative",20-Dec-16,"The global war on cash, initiated by some of the leading economies and governments across the world, is starting to impact financial ecosystems. According...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597720-400,https://news.bitcoin.com/?s=bitcoin+government+bank,IRS Attack Dog Will Target US Bitcoiners and Soon…,19-Dec-16,"Recent news about the IRS and bitcoin is disturbing enough, but it is the tip of an iceberg known as FATCA. American bitcoiners should...",41,https://news.bitcoin.com/page/41/?s=bitcoin+government+bank
1520597722-402,https://news.bitcoin.com/?s=bitcoin+government+bank,Russian Presidential Candidate to Accept Bitcoin for Campaign,16-Dec-16,"Bitcoin's legality is still unclear in Russia, as the local government and authorities avoid to establish unified regulations and money transmission policies for bitcoin...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597722-401,https://news.bitcoin.com/?s=bitcoin+government+bank,Why Jim Harper Is Dead Wrong on Bitcoin,16-Dec-16,"It takes time to for an innovation to take off, especially one that is as large as an alternative global decentralized digital currency. January...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597722-403,https://news.bitcoin.com/?s=bitcoin+government+bank,Central Bank Coins Are the New Altcoins,14-Dec-16,Consider this: the efforts of central banks to create centralized digital currencies are no different to altcoins. The only difference is who is producing...,42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597722-404,https://news.bitcoin.com/?s=bitcoin+government+bank,"Venezuela Prints Bills, Closes Borders – Bitcoin to the Rescue",14-Dec-16,"Venezuela is the world’s worst performing economy, hit by 700% hyperinflation and sinking in debt. Its currency, the bolivar, is currently losing half its value...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597722-405,https://news.bitcoin.com/?s=bitcoin+government+bank,Best Selling Financial Author: Bitcoin Is the New Safe Haven Asset,13-Dec-16,"Holger Zschaepitz, best selling financial author of “A book on states' addictiveness to debt” and senior editor at Welt, recently discovered an intriguing relationship...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597722-406,https://news.bitcoin.com/?s=bitcoin+government+bank,Coinsecure’s Benson Samuel: ‘India’s Bitcoin Interest Spiking’,13-Dec-16,"Over the course of the past few months, bitcoin use in India has been on the rise. During the first week of November Prime...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597722-407,https://news.bitcoin.com/?s=bitcoin+government+bank,How to Build Your Own Bitcoin Exchange,12-Dec-16,"Bitcoin exchanges play a vital role in promoting the cryptocurrency by facilitating its use. Most bitcoin users perform their transactions through an exchange. However, bitcoin...",42,https://news.bitcoin.com/page/42/?s=bitcoin+government+bank
1520597854-920,https://news.bitcoin.com/?s=bitcoin+government+bank,Symbiont Hires Cryptographer Who Broke SHA-1,12-Dec-16,Smart contracts and blockchain platform Symbiont has recently hired the distinguished cryptographer Dr. Lisa Yin as its chief security officer and chief cryptographer. Dr....,93,https://news.bitcoin.com/page/93/?s=bitcoin+government+bank
